IsExit,ExitReason,IsTDP,LiabilityCode,TotalHours,CourseMode,HighEdu,CoB,CALD,FacultyCode,DeptCode
0,NULL,1,R,145,Electronic/Online,120,India,Y,BIA,INF
0,NULL,0,FS,4.273584906,Standard,521,Australia,Y,BIA,AFS
0,NULL,1,L,100,Standard,BAE,China (excludes SARs and Taiwan),Y,SIT,ELT
0,NULL,1,R,69,Standard,990,Australia,N,BIA,MGT
0,NULL,0,FG,32,Standard,511,Australia,N,BGD,DIT
0,NULL,1,R,470,Standard,BDI,India,Y,BIA,INF
0,NULL,0,FG,32,Standard,521,Northern Mariana Islands,Y,BGD,DIT
0,NULL,1,R,885,Standard,8,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,1,FN,50,Standard,BDI,India,Y,BIA,MGT
0,NULL,1,L,8.488372093,Standard,521,Australia,N,SIT,REF
0,NULL,1,L,326.25,Standard,521,Australia,N,SIT,REF
0,NULL,0,AM,9,Standard,420,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,10,Standard,514,Somalia,Y,BGD,PRI
0,NULL,0,FG,200,Standard,514,"United Kingdom, Channel Islands and Isle of Man",N,BGD,DIT
0,NULL,0,AM,270,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,5,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FS,27.70642202,Standard,990,Netherlands,Y,EDL,SIT
1,W1,1,R,100,Standard,511,China (excludes SARs and Taiwan),Y,SHS,COM
1,W1,1,R,53,Standard,990,Australia,N,SHS,COM
1,W1,0,JU,2.195121951,Standard,990,Australia,N,BGD,PRI
0,NULL,1,L,287.4417932,Standard,8,Australia,N,SIT,REF
0,NULL,1,R,158.6956522,Standard,120,Japan,Y,SHS,HCS
0,NULL,0,FS,15,Electronic/Online,420,Australia,N,BIA,INF
1,W1,0,JU,10,Standard,8,Vietnam,Y,BGD,PRI
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,L,70,Standard,C2E,Australia,N,SIT,PLM
1,A1,1,DU,432,Standard,BDI,Malaysia,Y,HED,MUC
0,NULL,1,RO,99.38356164,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,R,560.5737574,Standard,OTI,China (excludes SARs and Taiwan),Y,SHS,HCS
1,W1,0,JU,6,Standard,514,Somalia,Y,BGD,PRI
1,W1,0,JU,1.802325581,Standard,514,Somalia,Y,BGD,PRI
1,W1,0,JU,2.101449275,Standard,514,Somalia,Y,BGD,PRI
0,NULL,1,R,235.1949872,Standard,514,Australia,N,SHS,NUR
0,NULL,0,AM,179,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,431.95,Standard,BDI,Ireland,N,BIA,DES
0,NULL,1,R,107.8611202,Standard,BDI,"Korea, Republic of (South)",Y,SHS,COM
0,NULL,1,R,905,Standard,BDI,"Korea, Republic of (South)",Y,SHS,COM
0,NULL,0,AM,127,Standard,ADI,Iran,Y,CND,AMP
0,NULL,1,R,254.2931384,Standard,514,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,0,JU,10,Standard,511,Afghanistan,Y,BGD,PRI
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,L,364,Standard,ADI,China (excludes SARs and Taiwan),Y,SIT,ELT
1,W1,1,L,43.10810811,Standard,BDI,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,0,AM,29,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,J1,1,FN,15,Electronic/Online,BDI,Philippines,Y,SHS,HCS
0,NULL,1,L,412,Standard,OTI,New Zealand,N,SIT,WOD
0,NULL,1,DU,432,Standard,ADE,Malaysia,Y,HED,MUC
0,NULL,0,FS,21,Standard,514,Australia,N,SIT,PLM
0,NULL,1,L,500,Standard,514,Australia,N,SIT,ELT
0,NULL,1,R,650,Standard,514,"United Kingdom, Channel Islands and Isle of Man",N,BIA,MGT
0,NULL,1,R,460,Standard,110,India,Y,BIA,INF
0,NULL,1,R,480,Standard,C4E,Botswana,Y,BIA,MUS
0,NULL,0,R,48.46153846,Standard,514,Australia,N,CND,ETS
0,NULL,1,R,198.0832145,Standard,514,Australia,N,SHS,NUR
0,NULL,1,R,413,Standard,420,Somalia,Y,BIA,INF
0,NULL,0,R,120,Standard,420,Somalia,Y,BIA,INF
0,NULL,0,IP,26.52173913,Electronic/Online,BDI,China (excludes SARs and Taiwan),Y,AAS,TLC
0,NULL,1,R,640,Electronic/Online,990,Australia,N,SHS,HCS
0,NULL,0,FS,15,Electronic/Online,511,Philippines,Y,BIA,INF
1,W1,0,JU,105,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,460,Electronic/Online,514,India,Y,BIA,INF
0,NULL,0,JU,10,Standard,420,Somalia,Y,BGD,PRI
0,NULL,1,L,516,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,PLM
0,NULL,1,R,459.6047535,Standard,514,Australia,N,BIA,HAI
0,NULL,0,R,101.1764706,Standard,200,Australia,N,CND,ETS
0,NULL,1,L,170,Standard,521,Australia,N,SIT,ATL
1,M1,1,FN,147.24,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,BES
1,W1,0,JU,7,Standard,8,Australia,Y,BGD,PRI
1,W1,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,1,L,464,Standard,521,Australia,N,SIT,ELT
0,NULL,1,LS,528,Standard,C2E,Australia,N,SIT,PLM
0,NULL,0,AM,208,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,DU,208,Standard,DII,United States of America,N,HED,ICH
0,NULL,0,FG,3.714285714,Electronic/Online,120,Iran,Y,CND,ETS
0,NULL,0,FG,200,Standard,420,Australia,N,BGD,DIT
0,NULL,1,PR,448,Standard,990,Australia,N,SIT,ELT
0,NULL,0,FS,110,Standard,511,Australia,N,BIA,MGT
0,NULL,0,JU,5,Standard,8,Australia,N,BGD,PRI
0,NULL,0,JU,18,Standard,8,Australia,N,BGD,PRI
0,NULL,1,L,13.86178862,Standard,BDI,India,Y,SIT,REF
0,NULL,1,L,584,Standard,BDI,India,Y,SIT,REF
0,NULL,1,LT,300,Standard,8,Indonesia,Y,BIA,AFS
0,NULL,0,FG,552,Electronic/Online,524,Australia,N,BGD,DIT
1,G1,1,LT,6,Standard,8,Taiwan,Y,SHS,HCS
1,C1,1,R,30,Electronic/Online,8,Indonesia,Y,BIA,INF
1,C1,0,R,500,Electronic/Online,8,Indonesia,Y,BIA,INF
0,NULL,0,FS,40,Standard,521,Germany,Y,EDL,SIT
0,NULL,1,L,260,Standard,511,Australia,N,BIA,AFS
0,NULL,0,FS,38,Standard,BDI,England,N,SHS,COM
1,F1,1,FI,60,Standard,514,Australia,N,SIT,REF
0,NULL,0,JU,110,Standard,410,Australia,N,BGD,PRI
1,W1,0,JU,7,Standard,410,Australia,N,BGD,PRI
0,NULL,0,JU,45,Standard,410,Australia,N,BGD,PRI
0,NULL,0,AM,11,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,30.04188482,Standard,514,Australia,N,SHS,COM
1,W1,0,JU,7,Standard,514,Assyria,Y,BGD,PRI
1,W1,0,JU,30,Standard,514,Assyria,Y,BGD,PRI
0,NULL,0,JU,100,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,DL,270,Standard,990,Australia,N,HED,MUC
1,Z4,1,L,364,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,ELT
0,NULL,0,JU,6,Standard,521,Australia,N,BGD,PRI
0,NULL,1,RO,36,Electronic/Online,8,Australia,N,SHS,SAS
0,NULL,1,R,870,Standard,120,China (excludes SARs and Taiwan),Y,SIT,WOD
1,Z6,1,R,387.5193798,Standard,514,Australia,N,SHS,SAS
1,Z6,1,R,78.75,Standard,514,Australia,N,SHS,SAS
0,NULL,0,FS,34.35928144,Standard,8,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,JU,30,Standard,8,Australia,N,BGD,PRI
0,NULL,1,R,390.5690073,Standard,410,Australia,N,SHS,COM
0,NULL,0,R,22.81481481,Standard,990,Australia,N,CND,ETS
0,NULL,1,R,165,Standard,990,Australia,N,SHS,COM
0,NULL,0,AM,20,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,7,Standard,420,China (excludes SARs and Taiwan),Y,SIT,REF
0,NULL,1,L,554,Standard,521,Australia,N,SIT,REF
0,NULL,0,R,330,Electronic/Online,8,Australia,N,CND,ETS
1,W1,1,PR,335,Standard,990,Australia,N,SIT,ATL
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,FG,200,Standard,521,Australia,N,BGD,DIT
0,NULL,0,JU,18,Standard,514,Australia,N,BGD,PRI
1,P1,1,R,176.62,Standard,521,Australia,N,SHS,COM
0,NULL,0,JU,20,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FG,190,Electronic/Online,8,Australia,N,CND,ETS
1,W1,0,JU,35,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,2.5,Standard,514,Australia,N,BGD,PRI
0,NULL,0,AM,289,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,R,68.5,Electronic/Online,120,India,Y,BIA,INF
0,NULL,1,DU,306,Standard,OTE,Sri Lanka,Y,HED,ICH
1,NULL,1,R,690,Standard,990,Australia,N,SHS,SAS
0,NULL,1,R,935,Standard,990,Australia,N,BIA,MUS
0,NULL,1,L,220,Standard,8,China (excludes SARs and Taiwan),Y,SIT,ELT
0,NULL,0,AM,5,Standard,BDI,Iran,Y,CND,AMP
0,NULL,1,R,467.796748,Standard,521,Australia,N,SHS,SAS
0,NULL,0,FG,32,Standard,514,Kenya,Y,BGD,DIT
0,NULL,0,FS,90,Standard,420,Australia,N,AAS,TLC
0,NULL,0,FS,30.2,Standard,420,Australia,N,SHS,COM
0,NULL,1,GS,80,Standard,511,Australia,N,SHS,HCS
0,NULL,0,FS,38,Standard,511,Australia,N,SHS,COM
0,NULL,0,FG,8.487852029,Standard,8,Vietnam,Y,CND,ETS
0,NULL,0,JU,22,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,31.18478261,Standard,8,Not entered,Y,BIA,INF
1,Z5,0,R,330,Standard,8,India,Y,CND,ETS
0,NULL,0,FS,23.80912863,Standard,120,Hong Kong (SAR of China),Y,SHS,COM
0,NULL,1,PR,454,Standard,8,Papua New Guinea,Y,SIT,ELT
0,NULL,1,R,425,Standard,511,Australia,N,SHS,COM
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,1,GS,9.31372549,Standard,514,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,0,JU,40,Standard,521,New Zealand,N,BGD,PRI
0,NULL,0,FS,3,Standard,514,Australia,N,SIT,PLM
0,NULL,1,L,92,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,L,22.03334354,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,0,FS,40,Standard,990,Australia,N,EDL,SIT
0,NULL,1,L,441,Standard,521,Australia,N,SIT,PLM
0,NULL,1,R,470,Standard,511,Australia,N,BIA,INF
1,C1,1,R,455,Standard,120,Chinese Asia,Y,BIA,INF
0,NULL,1,LT,14.32515337,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,LT,344.3478261,Electronic/Online,521,Australia,N,SHS,SAS
0,NULL,1,LS,535,Standard,521,Australia,N,BIA,AFS
0,NULL,1,U,470,Standard,420,Indonesia,Y,BIA,INF
0,NULL,0,FS,15,Electronic/Online,8,India,Y,BIA,INF
0,NULL,1,R,97,Electronic/Online,420,Australia,N,BIA,MGT
0,NULL,0,FG,176,Standard,420,South Africa,N,BGD,DIT
1,N1,1,R,46.5,Standard,OTI,Singapore,Y,SHS,COM
1,W1,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,1000,Standard,514,Australia,N,BIA,MGT
0,NULL,1,L,349.477707,Standard,420,Australia,N,SIT,REF
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,R,750,Standard,514,Australia,N,SHS,COM
0,NULL,0,FG,190,Electronic/Online,8,Australia,N,CND,ETS
0,NULL,1,GS,95,Standard,514,Australia,N,SHS,HCS
0,NULL,0,FS,15,Electronic/Online,8,Hong Kong (SAR of China),Y,BIA,INF
0,NULL,1,R,418.9472329,Standard,120,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,1,L,270,Standard,990,Australia,N,BIA,HAI
0,NULL,1,L,50.51826031,Standard,990,Australia,N,BIA,HAI
0,NULL,1,R,282,Standard,410,Australia,N,SCL,VCE
1,E1,1,R,40,Electronic/Online,OTI,China (excludes SARs and Taiwan),Y,BIA,INF
1,Z0,0,FS,7,Standard,514,Australia,N,SIT,REF
0,NULL,0,FG,228,Electronic/Online,420,Thailand,Y,BGD,DIT
0,NULL,0,FS,28.97979798,Standard,511,Egypt,Y,SHS,COM
1,W1,0,JU,10,Standard,511,Australia,N,BGD,PRI
0,NULL,1,R,180,Electronic/Online,514,Australia,N,SHS,SAS
0,NULL,1,L,234,Standard,990,Australia,N,SIT,WOD
0,NULL,0,FG,480,Standard,8,Philippines,Y,BGD,DIT
1,W1,1,R,173,Electronic/Online,511,Australia,N,BIA,INF
0,NULL,1,PR,486,Standard,521,Australia,N,SIT,PLM
1,W1,0,JU,2,Standard,514,Australia,N,BGD,PRI
0,NULL,0,AM,4,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,M1,1,R,19,Standard,410,Australia,N,SHS,HCS
0,NULL,1,R,20,Standard,514,Australia,N,SHS,COM
0,NULL,0,AM,225,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FG,150,Electronic/Online,420,Australia,N,BGD,DIT
0,NULL,1,L,370,Standard,990,Australia,N,SIT,ATL
0,NULL,0,AM,20,Standard,BDI,India,Y,CND,AMP
0,NULL,0,AM,60,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,E2,1,LS,18,Standard,990,Australia,N,SIT,WOD
1,S1,1,R,9,Standard,990,Poland,Y,SHS,HCS
0,NULL,1,R,500,Standard,990,Australia,N,SHS,SAS
0,NULL,1,L,384,Standard,C3E,Australia,N,SIT,ELT
0,NULL,0,JU,11.44329897,Standard,410,Australia,N,BGD,PRI
0,NULL,0,JU,331.25,Standard,410,Australia,N,BGD,PRI
0,NULL,1,DL,135,Standard,511,Australia,N,HED,MUC
0,NULL,1,R,98.66,Standard,420,Former Yugoslav Republic of Macedonia (F,Y,SIT,BES
0,NULL,1,R,13.15227934,Standard,420,Former Yugoslav Republic of Macedonia (F,Y,SIT,BES
0,NULL,0,FG,480,Standard,8,Lebanon,Y,BGD,DIT
1,W1,0,JU,1.724137931,Standard,514,Australia,N,BGD,PRI
0,NULL,0,FS,15,Electronic/Online,BDI,Nigeria,Y,BIA,INF
0,NULL,1,R,500,Standard,990,Australia,N,SHS,SAS
0,NULL,1,L,156,Standard,8,Australia,N,SIT,WOD
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,636.9161207,Standard,DII,Iran,Y,BIA,HAI
1,A1,1,DL,4.248118649,Standard,511,Cambodia,Y,HED,ICH
0,NULL,1,R,580,Standard,8,Australia,N,SHS,COM
0,NULL,0,AM,5,Standard,DII,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,29.75369458,Standard,990,Australia,N,EDL,SIT
0,NULL,0,R,302.7044025,Standard,514,Philippines,Y,CND,ETS
0,NULL,1,L,264,Standard,521,England,N,SIT,ELT
0,NULL,0,JU,1.5,Standard,511,France,Y,BGD,PRI
0,NULL,1,R,658,Standard,DIE,China (excludes SARs and Taiwan),Y,SHS,HCS
0,NULL,1,R,150,Standard,DIE,China (excludes SARs and Taiwan),Y,BIA,MGT
0,NULL,1,R,370,Electronic/Online,514,India,Y,BIA,INF
0,NULL,0,JU,5,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,544.5604396,Standard,514,Australia,N,SHS,SAS
0,NULL,0,FG,32,Standard,BDI,Iran,Y,BGD,DIT
0,NULL,1,R,561.8672439,Standard,990,Australia,N,BIA,HAI
0,NULL,1,L,145.6770186,Standard,521,Australia,N,SIT,REF
1,W1,0,JU,78,Standard,420,Australia,N,BGD,PRI
0,NULL,0,FG,32,Standard,521,Australia,N,BGD,DIT
0,NULL,0,FG,32,Standard,521,Australia,N,BGD,DIT
0,NULL,0,FS,24.52136752,Standard,410,Pakistan,Y,SHS,COM
0,NULL,0,FS,17,Standard,BDI,Finland,Y,CND,ETS
0,NULL,1,R,306.83,Standard,514,Australia,Y,BIA,MGT
0,NULL,1,R,200,Electronic/Online,BAE,India,Y,BIA,INF
0,NULL,1,LS,256,Standard,521,Australia,N,SIT,WOD
0,NULL,0,IP,36.82825496,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,1,L,9.973045822,Standard,521,Australia,N,SIT,ELT
0,NULL,0,JU,40,Standard,514,Australia,N,BGD,PRI
0,NULL,1,L,127.4626866,Standard,990,Australia,N,BIA,HAI
0,NULL,0,FS,17,Standard,8,Australia,N,CND,ETS
0,NULL,0,R,102.9201602,Standard,511,Australia,N,CND,ETS
0,NULL,0,AM,316,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,1,R,156.25,Standard,410,Australia,N,BIA,MGT
0,NULL,1,L,50,Standard,521,Australia,N,SIT,PLM
0,NULL,0,FS,15,Standard,521,Australia,N,SIT,PLM
0,NULL,1,L,320,Standard,990,Australia,N,SIT,REF
0,NULL,1,L,5.988515176,Standard,990,Australia,N,SIT,REF
0,NULL,1,L,348,Standard,521,India,Y,SIT,WOD
0,NULL,0,FS,105,Standard,8,Australia,N,BIA,MGT
1,W1,0,JU,40,Standard,514,New Zealand,N,BGD,PRI
0,NULL,0,JU,4.210526316,Standard,514,Australia,N,BGD,PRI
1,W1,1,R,215,Standard,420,Australia,N,SHS,NUR
0,NULL,0,JU,20,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,50,Standard,410,Pakistan,Y,SHS,COM
0,NULL,1,LT,186,Standard,990,Australia,N,SHS,HCS
0,NULL,0,AM,32,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,285.8235294,Standard,514,Australia,N,SHS,SAS
0,NULL,1,LT,110.5882353,Standard,521,Australia,Y,BIA,AFS
0,NULL,1,LT,67,Standard,521,Australia,Y,BIA,AFS
0,NULL,0,FG,480,Standard,511,Australia,N,BGD,DIT
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
1,W1,1,R,55,Standard,990,Australia,N,BIA,HAI
0,NULL,1,L,444,Standard,521,Australia,N,SIT,ELT
0,NULL,1,R,760,Standard,420,Australia,N,SHS,SAS
0,NULL,0,AM,75,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FG,73,Electronic/Online,8,Australia,N,BGD,DIT
0,NULL,1,R,460,Standard,120,Hong Kong (SAR of China),Y,BIA,INF
0,NULL,1,R,123,Standard,521,Australia,N,SHS,SAS
0,NULL,1,PR,110,Standard,OTE,Australia,N,SIT,ELT
0,NULL,0,JU,42,Standard,8,Australia,N,BGD,PRI
0,NULL,0,FS,12,Standard,514,Australia,N,SIT,PLM
0,NULL,1,L,554,Standard,521,Australia,N,SIT,REF
0,NULL,0,AM,79,Standard,OTE,India,Y,CND,AMP
0,NULL,1,PR,436,Standard,521,Australia,N,SIT,ELT
0,NULL,1,L,210,Standard,OTI,Australia,N,SIT,ATL
0,NULL,1,L,384,Standard,521,Australia,N,SIT,ELT
0,NULL,1,R,350,Standard,511,Australia,N,BIA,DES
1,W1,0,JU,40,Standard,514,Australia,N,BGD,PRI
1,W1,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,1,R,260,Electronic/Online,511,Australia,N,BIA,INF
0,NULL,0,JU,43,Standard,521,Australia,N,BGD,PRI
0,NULL,1,L,380,Standard,410,Australia,N,SIT,ATL
0,NULL,1,PR,454,Standard,8,Australia,N,SIT,ELT
0,NULL,0,R,330,Standard,200,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
1,W1,1,R,81,Standard,990,India,Y,BIA,INF
0,NULL,1,R,99,Electronic/Online,C3E,Uganda,Y,BIA,MGT
0,NULL,0,OS,498.09375,Offshore/Study Abroad,OTI,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,JU,5.365853659,Standard,521,Australia,N,BGD,PRI
0,NULL,0,AM,91,Standard,BDI,Iran,Y,CND,AMP
1,W1,1,PR,3.83,Standard,420,Vietnam,Y,SIT,ELT
0,NULL,0,FS,15,Electronic/Online,BDI,Colombia,Y,BIA,INF
0,NULL,1,L,364,Standard,514,Australia,N,SIT,ELT
0,NULL,0,AM,90,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,RO,109.3427251,Standard,521,Australia,N,SHS,SAS
0,NULL,1,RO,424.6107784,Standard,521,Australia,N,SHS,SAS
0,NULL,0,R,800,Standard,514,Australia,N,CND,ETS
0,NULL,1,R,698,Standard,514,Australia,N,BIA,MGT
0,NULL,1,R,860,Standard,521,Australia,N,SHS,COM
0,NULL,0,R,330,Electronic/Online,8,Australia,N,CND,ETS
0,NULL,0,AM,55,Standard,420,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,15,Electronic/Online,8,Australia,N,BIA,INF
0,NULL,0,JU,40,Standard,514,Australia,N,BGD,PRI
0,NULL,0,JU,4,Standard,511,Australia,N,BGD,PRI
0,NULL,1,R,795,Standard,420,Vietnam,Y,SHS,HCS
0,NULL,0,JU,10,Standard,514,Australia,N,BGD,PRI
0,NULL,1,LT,60,Standard,8,China (excludes SARs and Taiwan),Y,BIA,AFS
0,NULL,1,R,155,Electronic/Online,DIE,Australia,N,BIA,INF
0,NULL,0,JU,18,Standard,514,Australia,N,BGD,PRI
0,NULL,1,RO,82.20930233,Standard,8,Malaysia,Y,SHS,SAS
0,NULL,1,RO,320.3805579,Standard,8,Malaysia,Y,SHS,SAS
1,W1,1,R,14.01290323,Standard,OTI,Afghanistan,Y,SHS,NUR
1,N1,1,PR,20,Standard,BDI,China (excludes SARs and Taiwan),Y,SIT,ELT
0,NULL,1,L,252,Standard,521,Australia,N,SIT,PLM
0,NULL,1,R,760,Standard,521,Australia,N,SHS,SAS
0,NULL,0,AM,335,Standard,BDI,Ukraine,Y,CND,AMP
0,NULL,1,L,320,Standard,420,Australia,N,SIT,ELT
0,NULL,1,L,457,Standard,990,Australia,N,SIT,WOD
1,W1,1,R,25.1005291,Standard,410,Australia,N,SHS,COM
1,N1,1,R,400,Electronic/Online,BDI,India,Y,BIA,INF
0,NULL,0,AM,373,Standard,ADI,Ukraine,Y,CND,AMP
0,NULL,1,LT,130.8823529,Standard,514,United States of America,N,BIA,AFS
0,NULL,1,FN,905,Standard,420,Pakistan,Y,SHS,COM
0,NULL,1,FN,112.1507246,Standard,420,Pakistan,Y,SHS,COM
0,NULL,1,U,620,Standard,514,China (excludes SARs and Taiwan),Y,SIT,ATL
1,L1,0,R,27,Standard,DIE,Panama,Y,CND,ETS
0,NULL,1,L,46.10491071,Standard,BDI,Egypt,Y,BIA,AFS
0,NULL,1,L,50,Standard,BDI,Egypt,Y,BIA,AFS
0,NULL,1,L,484,Standard,990,Australia,N,SIT,REF
0,NULL,1,L,8.935128519,Standard,990,Australia,N,SIT,REF
0,NULL,1,R,171.3017507,Standard,514,Australia,N,SHS,NUR
0,NULL,0,JU,5,Standard,514,Assyria,Y,BGD,PRI
0,NULL,1,L,190,Standard,521,Australia,N,SIT,ELT
0,NULL,1,DL,486,Standard,990,Australia,N,HED,MUC
0,NULL,0,AM,100,Standard,BDI,Iran,Y,CND,AMP
0,NULL,0,JU,7,Standard,990,Australia,N,BGD,PRI
1,W1,0,JU,17,Standard,990,Australia,N,BGD,PRI
1,W1,0,JU,33.5,Standard,521,Australia,N,BGD,PRI
0,NULL,1,R,590,Standard,524,Japan,Y,SHS,DIS
0,NULL,0,FS,15,Electronic/Online,521,Australia,N,BIA,INF
0,NULL,1,R,630.6978441,Standard,524,Australia,N,SHS,NUR
0,NULL,1,GS,80,Standard,990,Taiwan,Y,SHS,HCS
0,NULL,0,FS,160,Standard,521,Australia,N,SIT,ELT
0,NULL,0,FG,32,Standard,514,Philippines,Y,BGD,DIT
0,NULL,1,L,224,Standard,521,Australia,N,SIT,ATL
0,NULL,0,AM,61,Standard,BDI,Thailand,Y,CND,AMP
0,NULL,0,FS,35.20245399,Standard,DIE,China (excludes SARs and Taiwan),Y,SHS,COM
0,NULL,0,AM,29,Standard,DIE,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,237,Standard,511,Australia,N,SHS,NUR
0,NULL,0,AM,4,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,JU,20,Standard,521,Australia,N,BGD,PRI
0,NULL,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,1,L,48.63731022,Standard,514,Philippines,Y,BIA,AFS
0,NULL,1,L,493,Standard,514,Philippines,Y,BIA,AFS
0,NULL,0,R,300,Standard,511,Australia,N,AAS,TLC
0,NULL,1,R,915,Standard,420,Australia,N,SHS,COM
0,NULL,1,PR,436,Standard,990,Australia,N,SIT,ELT
0,NULL,1,L,20,Standard,420,England,N,SIT,ELT
1,W2,1,R,66.69566545,Standard,990,Australia,N,BGD,AVI
1,W1,1,R,239.6783327,Standard,990,Australia,N,SHS,NUR
1,W1,1,R,92,Standard,990,Australia,N,SHS,NUR
0,NULL,0,AM,25,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
1,F1,0,FS,8,Standard,514,Australia,N,SIT,ELT
0,NULL,0,FS,7,Standard,514,Australia,N,SIT,REF
0,NULL,1,R,430,Electronic/Online,8,Australia,N,BIA,MGT
0,NULL,0,FS,8,Standard,C3E,South Africa,N,SIT,ELT
0,NULL,0,JU,10,Standard,521,Australia,N,BGD,PRI
1,W1,0,IP,21,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
1,W1,0,IP,33.44444444,Offshore/Study Abroad,BDI,China (excludes SARs and Taiwan),Y,CND,ETS
0,NULL,0,AM,120,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,0,FS,40,Standard,514,Australia,N,EDL,SIT
0,NULL,1,R,765,Standard,514,Australia,N,BIA,DES
0,NULL,0,R,110,Standard,BDI,India,Y,CND,ETS
0,NULL,0,AM,185,Standard,ADI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,445,Standard,8,Australia,N,BIA,MGT
0,NULL,1,R,190,Standard,511,Singapore,Y,BIA,INF
0,NULL,1,RO,640,Electronic/Online,990,Australia,N,SHS,HCS
0,NULL,0,AM,29,Standard,BDI,Ukraine,Y,CND,AMP
0,NULL,0,AM,99,Standard,BDI,China (excludes SARs and Taiwan),Y,CND,AMP
0,NULL,1,R,578.2584448,Standard,514,Australia,N,SHS,SAS
0,NULL,0,FG,32,Standard,511,Australia,N,BGD,DIT
